sentence,label
"Social family support, emotional and financial difficulties should be investigated in all Moroccan breast cancer patients, especially among younger  ones, in order to detect those at risk of PD and offer them appropriate support.",0
These findings signify diagnostic value of TDE in the early detection of cardiac effects among patients with type 1 DM.,0
The heterogeneity of MDD should be considered when examining the effect of obesity on MDD.,0
LIMITATIONS: There was an unequal distribution in numbers of subjects between study groups.,0
National programs should be maintained to encourage physical activity and weight reduction as well as focusing on obesity-related lifestyle and behaviors at early ages to prevent weight gain and possibly muscle wasting with age.,0
The estimated cost per QALY gained was below the threshold recommended by English decision-makers.,0
"Interventions to reduce inequalities should consider the influence of education,  income, and occupation in diet to be most effective.",0
Long-term studies are required to determine whether these treatments have different cost-effectiveness  or impact on mortality.,0
"Yet, these associations are warranted to be investigated in prospective studies.",0
"For those identified to be at high risk, providers must then either engage in chemopreventive counselling or refer patients to providers who are more comfortable working with patients on  this critical decision.",0
"Since women at high risk for breast cancer may  only interface with the healthcare system at select points, all healthcare providers must be willing and able to do risk assessment.",0
Current chemoprevention guidelines may be falling short in their dissemination and implementation.,0
It could be a therapeutic option for appropriate morbidly obese patients with NASH who do not respond to lifestyle modifications.,0
Our hypothesis was falsified.,0
"Registered 06 September 2008, updated 16 May 2012.",0
TRIAL REGISTRATION: Current Controlled Trials ISRCTN24655766 .,0
Further research should focus on prevention of attrition in families with a lower educational background.,0
Large  scale studies over a longer period of intervention are required to further establish the cholesterol-lowering effect of oat fiber.,0
Further research investigating the clinical importance of vitamin and nutritional status in patients with tuberculosis is needed.,0
Vitamin deficiencies are common in patients with tuberculosis.,0
More studies are needed to determine the long-term effects of bariatric surgery in morbidly obese patients with NASH.,0
TRIAL REGISTRATION: The study was retrospectively registered at clinicaltrials.gov (dated: 25th Februrary.2015) with registration number NCT02376660 .,0
Thirty-seven percent of assessed subjects were diagnosed with sarcopenia.,0
Findings confirm that  the illness burden of BED extends to high medication utilization and underscore the importance of thorough medication reviews when treating individuals with BED.,0
Those factors might be taken into account before accept or not a 3rd hour at full cervical dilation.,0
"However, most of the women studied live in an urban area and developed the disease in advanced stage.",0
"Relatives of patients admitted with a diagnosis of CHD should be prioritized for superior cost-effectiveness and logistical feasibility.""",0
"Needed now are prospective studies that integrate measures of the maternal and infant microbiome, and other potentially explanatory covariates, to  elucidate the mechanisms driving this association and to explore whether exposure to vaginal microbiota in cesarean delivered newborns may be an innovative strategy to combat the intergenerational cycle of obesity.",0
The identification of valid and accessible biological markers of suicidal behaviors still represents a challenge for future research.,0
"Given the recent focus on long-term outcomes and immunosuppression withdrawal in these  children, longitudinal studies are warranted to investigate whether IGT is reversible with calcineurin inhibitor minimization.",0
"(Funded by the Medicines Company; ORION-1 ClinicalTrials.gov number, NCT02597127 .)",0
It is quite common but not detectable with fasting laboratory values-the screening recommended by current guidelines.,0
CNBS may be the more appropriate specimen type for immunohistochemical examination of phosphoprotein expression in invasive breast cancer.,0
This trial was registered at clinicaltrials.gov as NCT01678716.,0
"Measuring a diverse set of child outcomes, including functional outcomes such as child development, is important when evaluating integrated nutrition programs.",0
Retinopathy prevalence in our obesity WHO III cohort is low.,0
"More investigation is needed into the effect of obesity on clinical outcomes, as the current literature is mixed.",0
"Before applying this test in clinical practice, it needs to be validated in a larger population.",0
They also demonstrate that  physicians have unperceived needs relative to CVD management and that the chart audit served to identify shortcomings in their practice of which they had been hitherto unaware.,0
Preserved venular function indicates protection from retinopathy.,0
: States of frailty were highly present in the hospital environment.,0
"TRIAL REGISTRATION NUMBER: NCT00770276, Results.",0
"However, operative strategies should be considered to overcome the technical challenges during LSG in patients who underwent a prior abdominoplasty.",0
An ice cream test may serve as an alternative to a 75-g OGTT.,0
TRIAL REGISTRATION: University Hospital Medical Information Network (UMIN) ID000010663.,0
"Therefore, we recommend screening patients regularly for depression both before and after bariatric surgery and offering them adequate psychotherapeutic and/or psychopharmacologic support.",0
The findings also indicate that new methods of intervention development and implementation should be explored.,0
Cite this article: Bone Joint J 2017;99-B(1 Supple A):31-6.,0
"(Funded by Pfizer; SPIRE-1 and SPIRE-2 ClinicalTrials.gov numbers, NCT01975376 and NCT01975389 .)",0
Our study confirms the well-known negative metabolic changes in PCOS patients.,0
"We concluded that with the results of this study, it is imperative to increase awareness about BC and its detection methods in the community through health education campaigns.",0
"Based on these results, taxane based regimen such as Paclitaxel/adriamycin can be recommended as a first line neoadjuvant regimen in patients with locally advanced breast cancer.",0
These results are useful for  planning interventions to enhance e.g. social support and emotional as well as cognitive functioning.,0
Nutrition label education should be promoted as part of a public health approach to appropriate food choices and better lifestyles to reduce obesity and nutrient-related NCDs.,0
These findings need to be confirmed  by independent large studies.,0
"Medical records lacked information on signs/symptoms of IBC, especially erythema and edema, when compared to the case-control study.",0
Further studies could inform national guidance.,0
Deficient medical records could have implications for diagnosis and treatment of IBC and proper documentation of cases in cancer registries.,0
This figure would be below accepted international thresholds to undertake screening mammography and raises radiation protection issues.,0
"Per 1,000 women screened, 2.1 cases of cancer were detected.",0
"(Funded by Amgen;  FOURIER ClinicalTrials.gov number, NCT01764633 .)",0
"These results provide preliminary data for future work examining outdoor school environments, active transport to school, and childrens physical activity in India.""",0
Nearly all were free from vandalism and many had murals or art.,0
"However, most had playground equipment, courts, and outdoor play areas.",0
""" The majority of schools did not have infrastructure to support physical activity, such as cycle lanes, marked pedestrian crossings, or traffic calming mechanisms such as school warning signs.",0
Cancer 2017;123:1424-1433.Â© 2016 American Cancer Society.,0
"Future research should attempt to replicate these findings in a larger-scale trial using a more sophisticated, user-friendly program and additional measures of improvement in more diverse samples.",0
Further studies may improve the understanding of the relationship between thyroid function and metabolic changes.,0
"(Funded by Pfizer; SPIRE ClinicalTrials.gov numbers,  NCT01968954 , NCT01968967 , NCT01968980 , NCT02100514 , NCT02135029 , and NCT02458287 .)",0
More research is needed to understand the complex interplay of these factors to inform multi-level interventions to address screening disparities for diverse LGBQ women.,0
Some clusters seemed more atherogenic than others.,0
"Our findings support the notion that cardiovascular prevention should focus on sets of risk factors rather than individual levels alone, but may prioritize within clusters.",0
The role of systematic supplementation before bariatric surgery has to be explored in prospective studies.,0
Future trials are required for corroboration.,0
"This time-varying effect violated the Cox proportionality assumption, indicating that feeding trials in similar populations should extend beyond 7 d and use time-varying statistical methods.",0
TRIAL REGISTRATION NUMBER: Australian Clinical Trials Registry (ACTRN12610000049077).,0
A 10-15% reduction in  body weight is an appropriate target to achieve substantial improvement in ALT levels.,0
"Whereas kitchen and nursing-related aspects of nutritional care seem  to be widely implemented in German NHs, management and quality assurance demands  are often not met.",0
"(Funded by Alnylam Pharmaceuticals and the Medicines Company; ClinicalTrials.gov number, NCT02314442 .)",0
"In this phase 1 trial, no serious adverse events were observed with  inclisiran.",0
"Combination of pertuzumab, trastuzumab and radiotherapy was well tolerated, which should be confirmed by the results of larger studies.",0
"In studies of obesity and PCa, differences in prostate volume cause  a bias toward the null, particularly in analyses of non-aggressive PCa.",0
"To confirm these findings, further prospective studies with larger sample size and longer follow-up are warranted.",0
A pervasive underestimation of the association between obesity and overall PCa risk may exist in the literature.,0
"Future studies must focus on systems for predicting the appearance and severity of postoperative complications classified  according to the Clavien-Dindo system, and not only on mortality.",0
Future research might investigate how the healthfulness of the child-care environment can be improved by counseling providers on nutrition and PA strategies to prevent obesity.,0
"Children consumed multiple F/V; however, more whole grains and lean proteins could be provided.",0
Children did not accumulate adequate PA or consume calories or fat excessively.,0
This study describes obesogenic aspects of the child-care environment and identifies areas for improvement.,0
"CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov, https://clinicaltrials.gov, NCT00000611.",0
"For clinicians and patients deciding to begin calcium+vitamin D supplementation, current use of hormone therapy should not influence that decision.",0
The treatment effect observed in the calcium+vitamin D+hormone therapy combination group may be additive rather than synergistic.,0
INTACT was registered at clinicaltrials.gov as NCT01921101.,0
Better knowledge of demographic and environmental risk factors facilitates better understanding of the dynamics of colonisation with respiratory bacteria in an Amerindian population.,0
Investments in nutritional education aiming the prevention of chronic diseases associated with the consumption of these foods are necessary.,0
"This provides the potential management guidelines  for a NML\\xa0in screening patients and further prospective studies in a large, multicenter screening population are required.",0
Our findings will aid the development of interventions for improving the mental health of women with breast cancer.,0
"RELEVANCE TO CLINICAL PRACTICE: In clinical practice, breast-related stereotype threat should be measured together with prevalent symptoms (e.g. anxiety, depression and fatigue) in patients with breast cancer.",0
Implications of  higher concentrations of Ï‰-6 fatty acids in the colostrum of women with GDM have  yet to be determined.,0
Our findings suggest that these independent predictors should be considered in the prevention and management of OC in this population.,0
"More prospective cohort studies of longer durations, with more sophisticated methods that examine age-varying relationships, and that control for a comprehensive set of confounders, are needed.",0
These results were limited by the low doses used and a small cohort.,0
Cancer 2017;123:841-48.Â© 2016 American Cancer Society.,0
Influenza vaccination can be performed concurrently with cytotoxic chemotherapy or during the cytopenic period.,0
The antibody responses to influenza vaccination on days 1 and 11 during a 3-week cytotoxic chemotherapy cycle were comparable.,0
"It is necessary to have standardised dynamic tables for each surgical technique, becoming essential elements to measure weight loss after surgery.",0
"However, use of actual body weight in morbidly obese patients appears to be safe.",0
"This nutrition assessment documented good status for folate, vitamin  B6, and vitamin B12 in the highly active women.",0
Group 3\\xa0cm obtained a lower percentage of suboptimal results using EWL.,0
"IMPLICATIONS FOR NURSING: As providers, health educators, and researchers, nurses have critical roles in encouraging adherence to screening mammography guidelines  among Latinas.",0
These findings emphasize the importance of the patient-provider relationship during a clinic visit and help inform how nurses may be incorporated into subsequent screening mammography interventions tailored to Latinas.,0
IMPLICATIONS FOR NURSING: Results provide support for using the social cognitive  processing theory in an intervention design with partners of long-term BCSs to decrease depressive symptoms.,0
"Similar assessment approaches (food, dietary supplements, and biomarkers) should to completed with other nutrients of concern for the female athlete.",0
"Hence, joint interventions, including counseling of mothers about benefits of colostrum feeding and use of appropriate feeding method, toilet utilization and mass media such as radio possession, are needed to address the problem in Dabat district.",0
Further studies are necessary to confirm the decreased ETP following LBS with the expected reduced inflammatory marker and total cholesterol levels.,0
It could be classified\\xa0as a BI-RADS category 4a lesion and tissue diagnosis is warranted.,0
We suggest that the role of IL-6 genotype should also be studied in relation to other associations between gastrointestinal microbiome  and cardiovascular risk factors.,0
An early start to the prevention of abdominal obesity  is of particular importance because of its close relationship to non-communicable diseases.,0
MOM biomarkers hold promise as objective research outcome measures and for point-of-care testing to identify and proactively manage mothers at risk for compromised lactation.,0
"This study proposes a clear line for  research directed at specific risk factors that refer to an individuals clinical, allergic, health, and socioeconomic status.",0
CLINICAL TRIAL REGISTRATION: NCT02081599.,0
The use of routine upper gastrointestinal contrast studies for early  detection of staple line leaks has low sensitivity and is costly.,0
"KEYWORDS Pre-eclampsia, toxemia of pregnancy, pregnancy outcome, environment, genetics, genome-environment interaction, genetic epidemiology, Cuba.""",0
Large multicenter studies will be necessary to accurately define other clinical predictors of morbidity and mortality after bariatric surgery.,0
We recommend selective use of CT instead.,0
"Approximately, one in six patients were diagnosed with a psychiatric comorbidity preoperatively.",0
"Further study should also investigate the etiologic role of diet in AP and the molecular mechanisms behind  the development of AP to establish whether AP is caused by exposure to polycyclic aromatic hydrocarbons.""",0
"Postoperatively, an additional 20.5% developed a psychiatric disorder.",0
"Further exploration of geographic inequalities, concentrating on the impact of healthcare, may be warranted.",0
"Risk factor differences may, in part, explain a previously found North-South divide in mortality.",0
"English North-South differences in smoking can be explained through  adverse, cross-sectional SEP.",0
This trial was registered at the London-based Current Controlled Trials register as ISRCTN35739639.,0
These study results support growing evidence that meaningful changes have occurred over the last 3 years in how anemia is clinically managed in US hemodialysis patients.,0
"Uptake of cervical cancer screening is common in the United States, with large socioeconomic disparities also evident.",0
"The adapted FFQ is a reliable tool to estimate the dietary intake of energy, macronutrients, folate and vitamin B12 in women of reproductive age.",0
"(Funded by Merck and  others; Current Controlled Trials number, ISRCTN48678192 ; ClinicalTrials.gov number, NCT01252953 ; and EudraCT number, 2010-023467-18 .)",0
"Nonetheless, the high mortality due to violence is a warning sign.",0
It is simple to use and can be adopted as a public health strategy for identifying people with undiagnosed diabetes for early intervention.,0
Further work is needed to identify which patients may  benefit from metformin for the prevention of dementia.,0
"A MNA score of less than 8 performed better than the SGA, Braden Scale, and  plasma arginine levels in predicting PU development.",0
Additional large-scale studies will be needed to confirm our findings in different populations.,0
"""Further research may identify relationships between disease-related weight loss and currently used prognostic factors in MM, further  defining the role of this clinical factor in prognostic stratification.""",0
"""Assessment of weight loss prior to MM  diagnosis should become a standard component of the clinical history in patients  with newly diagnosed MM.""",0
CCM is a valid accurate non-invasive method to identify small nerve  fibre pathology and is able to diagnose DPN.,0
This was one of the first studies to examine the number of instability episodes as a predictor of an intra-articular injury.,0
Testing this hypothesis may represent a direction of future research.,0
"Fibroadenomas and phyllodes tumours differ with regard to various cytological features, aiding in their distinction on fine-needle aspiration biopsy.",0
Further studies in larger population sets are warranted as advanced screening and prophylactic intervention might be employed in GG carriers.,0
Peripheral tissue oxygen saturation monitoring may be a useful tool for assessing respiratory adverse events in patients undergoing procedural sedation in the ED.,0
Further studies are necessary to clarify if there is a causal association of immunoglobulins in prediabetes or if they reflect early immunologic disturbances in these patients.,0
"(Funded by Novo Nordisk and the National Institutes of Health; LEADER ClinicalTrials.gov number, NCT01179048 .)",0
"Therefore, serious attempt  should be made to correct risk factors before an ablation therapy is proposed.",0
"There is a need for more intensive treatment, especially for high-risk patients.",0
The results were better in patients treated with more potent statins and cardiologists advised them much less frequently to change the type and dosage of statin.,0
""" A considerable number of patients treated with statins did not achieve the treatment goal values.",0
"Protease inhibitor (PI)-based regimens are advocated by the World Health Organization, but availability in children is limited.",0
"Therefore, this FFQ is suitable for the investigation of nutrient-disease associations in future.",0
"Through maintaining the current decline in NCDs, Brazil should meet the target of 25% reduction proposed by the World Health Organization by 2025.",0
Rates of multidrug resistance and mortality in children with Gram-negative bloodstream infections remain high in our settings.,0
Detrimental safety profile in pooled analysis supports current warnings.,0
"SPONSORSHIP: National Heart, Lung and Blood Institute, National Institutes of Health, USA.",0
"We think that nutritional interventions can be inexpensive,  safe, easy to administer and generally acceptable to patients with postadolescent acne.",0
Prospective research studies are needed to clarify the role of nutrition in the pathophysiology of postadolescent acne.,0
"Implementation of RSL can be done with no evidence of a learning curve.""",0
"Further larger scale studies are required to clarify the nature and management, as well as, service requirements for catatonia.",0
MPR is a secondary adherence measure based on refill frequency.,0
ClinicalTrials.gov Identifier: NCT02357420.,0
Limitations include the possible modification of study findings in non-VA settings.,0
"Regarding comorbid conditions, gluten sensitivity and thyroid disease were found  less frequently than previously reported in the literature.",0
Treatment regimens and responses in this cohort varied considerably.,0
A registry of commonly used off-label medicines is recommended in which the safety and efficacy of their off-label use have been demonstrated by published evidence.,0
This is the first prospective description of an IPC patient cohort on AS as part of an outcomes research study.,0
Our findings suggest potential opportunities to improve long-term outcomes among patients with diabetes and CKD by improving the quality of their CKD care.,0
A very brief self-regulatory nutrition intervention was superior to  a control condition.,0
Patients with both pelvic and acetabular fractures that require surgical treatment should be counseled that their risk for infection may be higher.,0
The authors propose consideration of an MPR-adherence threshold of 0.9 MPR.,0
The association of this genetic polymorphism with ALT levels needs to be studied in other populations with larger sample size.,0
Further investigations are necessary.,0
Both remain vulnerable and require greater nutritional targeting.,0
"CLINICAL QUESTION/LEVEL OF EVIDENCE: Therapeutic, III.""",0
"Appropriate nutrition education strategies should be developed for children with a history of EUGR to prevent later associated pathologies, as neonatal nutritional support and feeding during childhood are associated with an  increase in diseases in this risk group.",0
Interventional studies with lifestyle modifications are warranted.,0
""" To the authors knowledge, this is the first study to evaluate discrepancies in number of procedures, revisions, and the proportion of patients  completing breast reconstruction among insurance types.",0
Preventative programs should be directed toward this sub-group of the prison population.,0
"This study provides new evidence to the  function of HIF3A gene, which would be helpful for future risk assessment and personalized treatment of liver diseases.",0
Weight gain and growth equaled that of healthy peers at 9 to 12 years but was suboptimal at 5 to 8 years and dramatically declines at 13 to 16 years.,0
TRIAL REGISTRATION: cris.nih.go.kr: ( KCT0001225 ).,0
The 'NT+' protocol is efficient and provides comparable performance as a combined screening test.,0
Energy intakes were unable to meet the clinical demands of children in these age groups.,0
"Initiatives including best practice interprofessional diabetic foot care pathways are recommended with timely vascular management of ischemia, treatment of deep and surrounding infection as well as the availability of foot care and footwear.",0
The study was registered at clinicaltrials.gov (NCT00861731).,0
The majority had multiple components.,0
"Reduced HDL, elevated FBG and triglycerides were the most frequent metabolic components.",0
Monitoring  of environmental metal levels and further studies are urgently needed.,0
Additional studies to confirm the role  of premenopausal hormones in the etiology of both premenopausal and postmenopausal breast cancer are needed.,0
Findings need to be confirmed in a larger sample prior to translation into practice.,0
"Further research, as well as effective, targeted parent health literacy strategies used to improve epilepsy management and care in children, is recommended.",0
"Delivery room PI values are easily obtained, however, have significant variability over the first 5 min of life and may add little to delivery room assessment.",0
The findings from this prospective study support the use of nutritional assessment in inpatients to predict PU risk and target appropriate interventions.,0
"Nevertheless, in the absence of any adverse effects, LGI diets remain an option for diabetes and cardiovascular disease risk management.",0
Most re-excisions are for involved margins rather than close margins.,0
"Despite of the documented strong inverse relationships between Diabetes Mellitus (DM) and male/female fertility, and also between IR and female  infertility via ovarian functions as in polycystic ovary syndrome, to our knowledge, there is no report about any influence of IR on male fertility.",0
"To our knowledge, this is the first account of clozapine treatment in patients with ASPD and high psychopathy.",0
Further investigation is needed on how to better engage retirement village managers in such programs.,0
"TRIAL REGISTRATION: Australia and New Zealand Clinical Trial Registry (ACTRN12612001168842) registered November 2, 2012.",0
They must also determine whether TFA from ruminant fat in currently consumed amounts represent limited cardiovascular risk  that is balanced by the nutritional benefits of dairy products.,0
They must first determine whether a small intake of TFA from PHVO is safe and what constitutes a safe amount.,0
"Retirement offers a time to reassess lifestyle, and adopt positive health enhancing physical activity and dietary behaviours.",0
Two key challenges to the health industry arise from this evidence.,0
Studies with larger numbers of patients are needed to assess  the efficacy of this intervention.,0
No deterioration was observed in psychological assessment or quality of life.,0
"Later open surgery can be performed for restenosis if nutritional status and surgical risk are improved, or repeat angioplasty and stenting can be effectively performed if operative risk remains high.",0
A rate of SM up to 38% of the code stroke system confirms the difficulty to distinguish clinically a stroke from another diagnosis.,0
This study reveals that a large proportion of patients dose bolus insulin PostP.,0
"Strategies to encourage weight loss may need to be considered seriously prior to open ventral hernia repair, especially for patients with body mass index >40\\xa0kg/m2.",0
ABBREVIATIONS: BMI = body mass index; CGM = continuous glucose monitoring; DKA =  diabetic ketoacidosis; HbA1c = glycated hemoglobin; PostP = postprandial; PreP =  preprandial; SMBG = self-monitored blood glucose; T1D = type 1 diabetes.,0
"The high implant survival rate may encourage patients, rheumatologists, and dentists to consider dental implants for the treatment of patients with SS.",0
These findings underscore the requirement for geriatricians and health professionals to be more vigilant in examining PUs as dementia progresses.,0
"CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov, NCT01056406.",0
"""The apparent decrease in fluvastatin exposure on administration with ezetimibe was likely to be due to the parallel study design and two pharmacokinetic outliers and is considered of no clinical significance.""",0
Larger future studies should confirm this association and investigate methods to minimize recurrent falls through management of such medications.,0
Breast lesions need to be evaluated in a multidisciplinary setting.,0
"""DP and torticollis are common and minor cervical imbalances very common in normal newborns.""",0
"The Decker-system is suitable for the recording and analysis of the correlation between radiologic/physical and microscopy findings, and of the ensuing diagnostic/therapeutic actions. Orv Hetil.2017; 158(28): 1100-1108.",0
"Therefore, from the epidemiological point of view, screening psoriatic patients, particularly those with severe psoriasis, is recommended.",0
"New onset weight gain occurs after 6\\xa0weeks of treatment, reinforcing the need for regular monitoring of weight.",0
"Common AEs are generally seen within 1\\xa0week of starting treatment, with few subsequent new reports at a given dose.",0
Mesenteric stenting for CMI can be performed with low perioperative risk.,0
Most patients with leakage were managed successfully with interventional methods.,0
These findings need replication in a larger sample.,0
"Universities or colleges could serve as a research platform to evaluate such intervention strategies.""",0
There is scope to enhance cross-disciplinary collaboration in the development and implementation of a Healthy University settings-based approach to health promotion in tertiary education workplaces.,0
""" This appears to be the first review to examine health interventions for tertiary education staff.",0
More understanding of  the function of the mitochondrion in the development of T2D might indicate ways of influencing the early course of the disease.,0
"With the increased safety profile and greater efficacy of other surgical techniques, LAGB utilization should be discouraged.",0
"Given that no significant technical advantages exist between the two agents, surgeons should choose a radiopharmaceutical based on cost and side effect profile.",0
"Since the current evidence consists of a few studies (mostly observational) of low methodological quality, there is an urgent need to initiate rigorous prospective studies (preferably randomised controlled trials).",0
The findings suggest that a feeding trial in participants with asthma is feasible.,0
Larger trials are needed to definitively assess the potential benefits of dietary interventions on pulmonary symptoms and function in patients  with asthma.,0
More attention should be paid to the development of CI-AKI in patients with stroke with proteinuria.,0
The total CBI-BA and the FACT-BA scales have adequate internal consistency reliability estimates.,0
The two drugs showed no significant differences in urinary 8-iso-PGF2Î± and FMD.,0
Increasing the ezetimibe dose to 20 mg daily might be an interesting potential approach for patients who fail to reach lipid targets on ezetimibe 10 mg daily along with maximally tolerated doses of statin.,0
Prospective studies  are required to show whether the higher plasma levels of ezetimibe and its active metabolite in patients taking the 20-mg dose have any detrimental effects.,0
TRIAL REGISTRATION: NCT01404676.,0
The most common cause of consultation in the emergency room of patients with systemic autoimmune diseases is cardiovascular.,0
Three-year EFS data following H SC and H IV treatment are consistent with those reported by previous trials for H in the adjuvant setting.,0
"""These benefits were consistent regardless of patient risk or ancillary treatments.""",0
The two most frequent diagnoses for hospitalization were stroke and demyelinating disease.,0
"Our findings illustrate the importance of considering loneliness for physical and mental health and lifestyle factors, not only in older and younger, but also in middle-aged adults.",0
Fat grafting seems to be a safe procedure after breast conservative treatment for breast cancer patients.,0
Longitudinal studies are needed in Switzerland to elucidate the causal relationships of these associations.,0
ClinicalTrials.gov identifier: NCT00438698.,0
"""The independent contribution of waist and hip circumference in opposite directions was intriguing.""",0
Alternative dosing strategies in the obese patient population should be examined in rigorous clinical trials.,0
"Randomized, prospective clinical trials are needed to examine this connection in more detail.",0
Hypovitaminosis D was common among patients with a foot or ankle injury seen at our institution.,0
"""Care providers should select their patients for early discharge and pursue a low threshold for readmission.""",0
The overall safety profile during adjuvant treatment was as expected.,0
"""Additional reductions in myocardial infarction, revascularization, and the development of diabetes were observed during the follow-up phase despite similar rates of ACEI use in the 2 randomized groups.""",0
"Further multicentre, randomised-controlled studies are surely needed in order to elucidate these findings and to better ascertain the possible contribution of different therapeutic regimens to reduce this risk.",0
This is the largest study of MLL in the literature to date.,0
It might be a first step in improving statin adherence in this extremely high risk group.,0
This model needs to be tested in  future prospective research.,0
"Based on three independent determinants, a prediction model is developed to identify non-adherent FH patients.",0
"Legionella pneumonia should be included in the differential diagnosis even in cases of mild to moderate pneumonia when presenting with extrapulmonary symptoms, especially in diabetic patients.",0
The present findings show a 5% upgrade rate to DCIS.,0
"As long as the current management of low-risk DCIS remains surgical excision, the present results support continued excision of MLLs, either surgically or by vacuum-assisted biopsy.",0
Further studies are needed to solidify a possible inverse association between diabetes and meningioma risk and to clarify the role of antidiabetics in  this context.,0
Further research to identify effective maintenance strategies is required to maximize the benefits of telephone-based interventions on child diet.,0
High variation was observed in intravitreal injection rates and in Medicare drug payments per anti-VEGF injection across the United States in 2013.,0
"The MMSE, UPDRS III, and Hoehn and Yahr rating were unchanged.",0
There continues to be large variation in margin policy and re-excision rates across units.,0
The identification of prognostic factors of abatacept retention could support individualised biologic treatment strategies in patients with moderate-to-severe RA.,0
Prospective studies of cardiovascular function from preconception to postpartum will provide more reliable estimates of the influence of cardiovascular maladaptation during pregnancy complications and  their effect on longer term cardiovascular function.,0
"Therefore, first trimester or postpartum baselines will underestimate the true extent of pregnancy-related changes.",0
Close follow-up after treatment of VIN is essential to exclude early recurrence or progression.,0
"The majority of relapses in this cohort occurred 6-12 months following treatment, suggesting that a 1-year follow-up is appropriate in future studies.",0
""" RSL for breast conservation surgery has a low rate of positive margins even early in a surgeons experience.",0
"The insertion sites of PEG catheters in outpatients are frequently colonized, especially with C albicans, S aureus, and E coli, without clinical consequences.",0
Few events during this long-term follow-up preclude identifying specific features of patients at risk of relapse and illustrate the need for a large data-base.,0
"""This study contributes important information regarding the safety of balneotherapy in hypertensive and obese diabetics by showing no alterations of antioxidant, inflammatory, or metabolic indices.""",0
An early increase in repeat  visits indicates a need for the establishment of evidence-based guidelines and caution with systematic prescribing of MMN.,0
Future research should be directed at understanding the mechanisms behind the lack of effect of MMN supplementation on  morbidity measures and limited effect on growth.,0
Trials evaluating specific micronutrients are required in order to investigate specific nutrient-infection interactions in CSOM.,0
"Because the etiology of scrotal pain is essential for appropriate treatment, scrotal calculi should be kept in mind when making a differential diagnosis of scrotal pain.",0
TRIAL REGISTRATION: ISRCTN 73571031.,0
"Attenuated hypocholesterolemia signals early risk for late VAP, ventilator dependency, and death.",0
"""Future studies that further define the etiology of breast cancer subtypes will add to the biologic understanding of this disease.""",0
"However, attenuated hypocholesterolemia (ISS â‰¥ 20-&-TC â‰¥ 90 mg/dL) represents a unique response that can occur with critical injury.",0
"There is a need for continuing education, providing reflective and critical mobilization, the questioning of reality and identification of users needs.",0
"However, the cause and effect relationship between iron deficiency state and goitre requires further elucidation.",0
Cancer 2018;124:192-202.Â© 2017 American Cancer Society.,0
There was a high prevalence of goitre in young children despite iodine repletion and low thyroid autoimmunity.,0
The answer to that question should inform future treatment development for this population.,0
"""Stressing the use of modified criteria more universally to classify obesity among South Asian Indians may be optimal to identify obesity  and help appropriately risk stratify for intervention to prevent chronic diseases.""",0
"""Obesity is likely under-diagnosed using the standard WHO and NCEP-ATPIII guidelines.""",0
The results of survival and neurological functional status obtained in our center after implementation of HTM are comparable to those published in the literature.,0
"The prerequisites for evidence-based practice were assessed as good, but ways to make evidence-based practice time efficient, easy to access and relevant to clinical practice need to be continuously supported at the management level, so that research evidence becomes linked to work-flow in a way that does not adversely affect productivity and the flow of patients.",0
"""The findings of this study confirm that balneotherapy is not contraindicated for hypertensive or obese patients.""",0
"The authors postulate that this percentage could be even higher if protocols were initiated to biopsy these  small lesions with larger core biopsies and possibly alleviate the need for formal surgery in these specific, small lesion.",0
Protein and energy needs are particularly high.,0
"""Because of founder effects, registry-based prevalence studies probably need to be very large and they should also include prospectively collected phenotypes  and extensive mutation screening to establish the true prevalence of MODY.""",0
Malnutrition was observed in 50% of the children with generalized RDEB.,0
One possible interpretation is that they are less likely to be regarded as target populations and that the study population experienced generally well-controlled pain.,0
(A Study to Evaluate the Efficacy and Safety of Rosuvastatin in Children and Adolescents With Homozygous Familial Hypercholesterolemia HYDRA; NCT02226198).,0
"""(Current Controlled Trials number, ISRCTN74348595.)""",0
Health and eye-care practitioners need to expand diabetic health education and promotion among diabetic patients.,0
"This study showed that since ADM introduction to our centre, more breast reconstructions have been of the implant-only type with consequent reductions in the more complex and expensive autologous techniques.",0
"""The results therefore support the conduct of clinical trials to investigate efficacy, tolerability and pharmacokinetics during repeated dosing.""",0
"""Subcutaneous PP 1420 was well tolerated in healthy human subjects at single doses between 2-8 mg, with no tolerability issues arising.""",0
Additional studies of AMH and ovarian function in women with IBMFS are warranted to better understand the underlying biology.,0
Lower copper doses and restrictions of manganese and chromium supplementation may be needed to avoid their accumulation.,0
"Nearly, fifteen percent of patients were found to have no residual disease on final surgical pathology.",0
TE doses in home PN should be individualized and adjusted based on regular monitoring of TE status.,0
"In the results of our study, these results still remain controversial, and then we need further and larger study to  get at the root of real causal effect of both relationships.",0
These results were obtained when the radiologist was simply trying to get tissue diagnosis.,0
The results indicate that the ocular knowledge and practices among diabetic patients attending a tertiary-care hospital in Bangladesh is average.,0
A high prevalence of IR amongst young tuberculosis patients therefore highlights the need for early identification in order to facilitate a reversal of IR and prevent possible IR-related complications.,0
"""Effects of Aerobic Exercise Training on Arterial Function and Insulin Resistance  Syndrome in Obese Children: A Randomised Controlled Trial: NCT00801645.""",0
